"key","percentage-rollout-flag"
"test-216@email.com",true
"test-217@email.com",true
"test-218@email.com",true
"test-219@email.com",true
"test-220@email.com",true
"test-221@email.com",true
"test-222@email.com",false
"test-223@email.com",false
"test-224@email.com",false
"test-225@email.com",true
"test-226@email.com",true
"test-227@email.com",false
"test-228@email.com",true
"test-229@email.com",true
"test-230@email.com",true
"test-231@email.com",true
"test-232@email.com",false
"test-233@email.com",true
"test-234@email.com",false
"test-235@email.com",false
"test-236@email.com",true
"test-237@email.com",false
"test-238@email.com",true
"test-239@email.com",true
"test-240@email.com",false
"test-241@email.com",true
"test-242@email.com",true
"test-243@email.com",false
"test-244@email.com",true
"test-245@email.com",false
"test-246@email.com",true
"test-247@email.com",false
"test-248@email.com",false
"test-249@email.com",true
"test-250@email.com",false
"test-251@email.com",false
"test-252@email.com",false
"test-253@email.com",false
"test-254@email.com",true
"test-255@email.com",false
"test-256@email.com",false
"test-257@email.com",false
"test-258@email.com",false
"test-259@email.com",true
"test-260@email.com",true
"test-261@email.com",false
"test-262@email.com",false
"test-263@email.com",false
"test-264@email.com",false
"test-265@email.com",true
"test-266@email.com",true
"test-267@email.com",false
"test-268@email.com",false
"test-269@email.com",true
"test-270@email.com",false
"test-271@email.com",true
"test-272@email.com",true
"test-273@email.com",true
"test-274@email.com",true
"test-275@email.com",true
"test-276@email.com",true
"test-277@email.com",false
"test-278@email.com",false
"test-279@email.com",true
"test-280@email.com",true
"test-281@email.com",false
"test-282@email.com",false
"test-283@email.com",true
"test-284@email.com",true
"test-285@email.com",true
"test-286@email.com",true
"test-287@email.com",false
"test-288@email.com",false
"test-289@email.com",false
"test-290@email.com",true
"test-291@email.com",true
"test-292@email.com",false
"test-293@email.com",true
"test-294@email.com",true
"test-295@email.com",true
"test-296@email.com",true
"test-297@email.com",false
"test-298@email.com",true
"test-299@email.com",false
"test-300@email.com",true
"test-301@email.com",false
"test-302@email.com",false
"test-303@email.com",true
"test-304@email.com",false
"test-305@email.com",true
"test-306@email.com",true
"test-307@email.com",true
"test-308@email.com",true
"test-309@email.com",true
"test-310@email.com",false
"test-311@email.com",false
"test-312@email.com",false
"test-313@email.com",false
"test-314@email.com",false
"test-315@email.com",true
"test-316@email.com",true
"test-317@email.com",false
"test-318@email.com",false
"test-319@email.com",false
"test-320@email.com",false
"test-321@email.com",false
"test-322@email.com",true
"test-323@email.com",false
"test-324@email.com",false
"test-325@email.com",true
"test-326@email.com",true
"test-327@email.com",false
"test-328@email.com",true
"test-329@email.com",true
"test-330@email.com",false
"test-331@email.com",true
"test-332@email.com",false
"test-333@email.com",true
"test-334@email.com",false
"test-335@email.com",true
"test-336@email.com",false
"test-337@email.com",false
"test-338@email.com",true
"test-339@email.com",false
"test-340@email.com",false
"test-341@email.com",true
"test-342@email.com",false
"test-343@email.com",true
"test-344@email.com",true
"test-345@email.com",true
"test-346@email.com",true
"test-347@email.com",false
"test-348@email.com",true
"test-349@email.com",true
"test-350@email.com",false
"test-351@email.com",false
"test-352@email.com",false
"test-353@email.com",false
"test-354@email.com",false
"test-355@email.com",false
"test-356@email.com",true
"test-357@email.com",true
"test-358@email.com",true
"test-359@email.com",false
"test-360@email.com",true
"test-361@email.com",false
"test-362@email.com",false
"test-363@email.com",false
"test-364@email.com",false
"test-365@email.com",false
"test-366@email.com",true
"test-367@email.com",false
"test-368@email.com",false
"test-369@email.com",true
"test-370@email.com",false
"test-371@email.com",true
"test-372@email.com",true
"test-373@email.com",true
"test-374@email.com",false
"test-375@email.com",false
"test-376@email.com",false
"test-377@email.com",true
"test-378@email.com",false
"test-379@email.com",true
"test-380@email.com",false
"test-381@email.com",false
"test-382@email.com",false
"test-383@email.com",true
"test-384@email.com",true
"test-385@email.com",true
"test-386@email.com",true
"test-387@email.com",true
"test-388@email.com",false
"test-389@email.com",false
"test-390@email.com",false
"test-391@email.com",false
"test-392@email.com",false
"test-393@email.com",true
"test-394@email.com",true
"test-395@email.com",false
"test-396@email.com",true
"test-397@email.com",true
"test-398@email.com",true
"test-399@email.com",true
"test-400@email.com",true
"test-401@email.com",true
"test-402@email.com",true
"test-403@email.com",false
"test-404@email.com",false
"test-405@email.com",true
"test-406@email.com",false
"test-407@email.com",false
"test-408@email.com",true
"test-409@email.com",true
"test-410@email.com",true
"test-411@email.com",false
"test-412@email.com",false
"test-413@email.com",false
"test-414@email.com",true
"test-415@email.com",true
"test-416@email.com",false
"test-417@email.com",true
"test-418@email.com",true
"test-419@email.com",false
"test-420@email.com",false
"test-421@email.com",true
"test-422@email.com",true
"test-423@email.com",true
"test-424@email.com",true
"test-425@email.com",true
"test-426@email.com",true
"test-427@email.com",false
"test-428@email.com",true
"test-429@email.com",true
"test-430@email.com",false
"test-431@email.com",false
"test-432@email.com",false
"test-433@email.com",true
"test-434@email.com",true
"test-435@email.com",true
"test-436@email.com",true
"test-437@email.com",true
"test-438@email.com",false
"test-439@email.com",false
"test-440@email.com",true
"test-441@email.com",false
"test-442@email.com",false
"test-443@email.com",true
"test-444@email.com",false
"test-445@email.com",false
"test-446@email.com",false
"test-447@email.com",false
"test-448@email.com",true
"test-449@email.com",false
"test-450@email.com",false
"test-451@email.com",false
"test-452@email.com",true
"test-453@email.com",false
"test-454@email.com",true
"test-455@email.com",false
"test-456@email.com",true
"test-457@email.com",false
"test-458@email.com",true
"test-459@email.com",true
"test-460@email.com",false
"test-461@email.com",false
"test-462@email.com",true
"test-463@email.com",true
"test-464@email.com",true
"test-465@email.com",false
"test-466@email.com",false
"test-467@email.com",true
"test-468@email.com",true
"test-469@email.com",false
"test-470@email.com",true
"test-471@email.com",true
"test-472@email.com",true
"test-473@email.com",true
"test-474@email.com",true
"test-475@email.com",true
"test-476@email.com",false
"test-477@email.com",true
"test-478@email.com",false
"test-479@email.com",true
"test-480@email.com",true
"test-481@email.com",true
"test-482@email.com",false
"test-483@email.com",false
"test-484@email.com",true
"test-485@email.com",false
"test-486@email.com",true
"test-487@email.com",false
"test-488@email.com",false
"test-489@email.com",true
"test-490@email.com",true
"test-491@email.com",false
"test-492@email.com",true
"test-493@email.com",true
"test-494@email.com",true
"test-495@email.com",true
"test-496@email.com",true
"test-497@email.com",false
"test-498@email.com",false
"test-499@email.com",false
"test-500@email.com",true
"test-501@email.com",true
"test-502@email.com",true
"test-503@email.com",true
"test-504@email.com",true
"test-505@email.com",false
"test-506@email.com",true
"test-507@email.com",false
"test-508@email.com",true
"test-509@email.com",false
"test-510@email.com",true
"test-511@email.com",true
"test-512@email.com",false
"test-513@email.com",true
"test-514@email.com",true
"test-515@email.com",false
"test-516@email.com",true
"test-517@email.com",false
"test-518@email.com",true
"test-519@email.com",false
"test-520@email.com",false
"test-521@email.com",true
"test-522@email.com",false
"test-523@email.com",true
"test-524@email.com",false
"test-525@email.com",false
"test-526@email.com",true
"test-527@email.com",false
"test-528@email.com",false
"test-529@email.com",true
"test-530@email.com",true
"test-531@email.com",false
"test-532@email.com",true
"test-533@email.com",true
"test-534@email.com",false
"test-535@email.com",false
"test-536@email.com",true
"test-537@email.com",false
"test-538@email.com",false
"test-539@email.com",false
"test-540@email.com",false
"test-541@email.com",false
"test-542@email.com",true
"test-543@email.com",true
"test-544@email.com",true
"test-545@email.com",false
"test-546@email.com",true
"test-547@email.com",false
"test-548@email.com",false
"test-549@email.com",false
"test-550@email.com",false
"test-551@email.com",false
"test-552@email.com",true
"test-553@email.com",true
"test-554@email.com",false
"test-555@email.com",true
"test-556@email.com",false
"test-557@email.com",true
"test-558@email.com",true
"test-559@email.com",false
"test-560@email.com",true
"test-561@email.com",true
"test-562@email.com",false
"test-563@email.com",true
"test-564@email.com",true
"test-565@email.com",true
"test-566@email.com",false
"test-567@email.com",true
"test-568@email.com",false
"test-569@email.com",false
"test-570@email.com",false
"test-571@email.com",true
"test-572@email.com",true
"test-573@email.com",false
"test-574@email.com",false
"test-575@email.com",false
"test-576@email.com",true
"test-577@email.com",true
"test-578@email.com",true
"test-579@email.com",false
"test-580@email.com",false
"test-581@email.com",true
"test-582@email.com",true
"test-583@email.com",false
"test-584@email.com",false
"test-585@email.com",true
"test-586@email.com",false
"test-587@email.com",true
"test-588@email.com",false
"test-589@email.com",true
"test-590@email.com",true
"test-591@email.com",false
"test-592@email.com",false
"test-593@email.com",false
"test-594@email.com",false
"test-595@email.com",true
"test-596@email.com",false
"test-597@email.com",true
"test-598@email.com",false
"test-599@email.com",false
"test-600@email.com",true
"test-601@email.com",false
"test-602@email.com",false
"test-603@email.com",true
"test-604@email.com",false
"test-605@email.com",true
"test-606@email.com",true
"test-607@email.com",false
"test-608@email.com",true
"test-609@email.com",false
"test-610@email.com",false
"test-611@email.com",false
"test-612@email.com",true
"test-613@email.com",true
"test-614@email.com",false
"test-615@email.com",false
"test-616@email.com",true
"test-617@email.com",true
"test-618@email.com",true
"test-619@email.com",true
"test-620@email.com",true
"test-621@email.com",false
"test-622@email.com",false
"test-623@email.com",false
"test-624@email.com",false
"test-625@email.com",true
"test-626@email.com",true
"test-627@email.com",true
"test-628@email.com",false
"test-629@email.com",true
"test-630@email.com",false
"test-631@email.com",false
"test-632@email.com",true
"test-633@email.com",false
"test-634@email.com",true
"test-635@email.com",true
"test-636@email.com",true
"test-637@email.com",true
"test-638@email.com",true
"test-639@email.com",true
"test-640@email.com",false
"test-641@email.com",true
"test-642@email.com",false
"test-643@email.com",false
"test-644@email.com",false
"test-645@email.com",true
"test-646@email.com",true
"test-647@email.com",false
"test-648@email.com",true
"test-649@email.com",true
"test-650@email.com",true
"test-651@email.com",true
"test-652@email.com",false
"test-653@email.com",false
"test-654@email.com",false
"test-655@email.com",false
"test-656@email.com",false
"test-657@email.com",false
"test-658@email.com",true
"test-659@email.com",true
"test-660@email.com",true
"test-661@email.com",true
"test-662@email.com",false
"test-663@email.com",true
"test-664@email.com",false
"test-665@email.com",true
"test-666@email.com",true
"test-667@email.com",true
"test-668@email.com",false
"test-669@email.com",true
"test-670@email.com",true
"test-671@email.com",false
"test-672@email.com",false
"test-673@email.com",false
"test-674@email.com",false
"test-675@email.com",true
"test-676@email.com",false
"test-677@email.com",true
"test-678@email.com",true
"test-679@email.com",true
"test-680@email.com",false
"test-681@email.com",false
"test-682@email.com",false
"test-683@email.com",true
"test-684@email.com",false
"test-685@email.com",true
"test-686@email.com",false
"test-687@email.com",true
"test-688@email.com",true
"test-689@email.com",false
"test-690@email.com",true
"test-691@email.com",true
"test-692@email.com",false
"test-693@email.com",false
"test-694@email.com",false
"test-695@email.com",true
"test-696@email.com",false
"test-697@email.com",true
"test-698@email.com",false
"test-699@email.com",true
"test-700@email.com",true
"test-701@email.com",true
"test-702@email.com",true
"test-703@email.com",true
"test-704@email.com",true
"test-705@email.com",true
"test-706@email.com",true
"test-707@email.com",false
"test-708@email.com",false
"test-709@email.com",true
"test-710@email.com",false
"test-711@email.com",false
"test-712@email.com",true
"test-713@email.com",true
"test-714@email.com",false
"test-715@email.com",true
"test-716@email.com",false
"test-717@email.com",false
"test-718@email.com",true
"test-719@email.com",true
"test-720@email.com",true
"test-721@email.com",false
"test-722@email.com",false
"test-723@email.com",false
"test-724@email.com",true
"test-725@email.com",true
"test-726@email.com",true
"test-727@email.com",false
"test-728@email.com",false
"test-729@email.com",false
"test-730@email.com",false
"test-731@email.com",false
"test-732@email.com",true
"test-733@email.com",false
"test-734@email.com",false
"test-735@email.com",false
"test-736@email.com",true
"test-737@email.com",true
"test-738@email.com",true
"test-739@email.com",false
"test-740@email.com",true
"test-741@email.com",true
"test-742@email.com",false
"test-743@email.com",false
"test-744@email.com",false
"test-745@email.com",true
"test-746@email.com",true
"test-747@email.com",false
"test-748@email.com",true
"test-749@email.com",false
"test-750@email.com",false
"test-751@email.com",true
"test-752@email.com",false
"test-753@email.com",true
"test-754@email.com",true
"test-755@email.com",true
"test-756@email.com",true
"test-757@email.com",true
"test-758@email.com",true
"test-759@email.com",true
"test-760@email.com",false
"test-761@email.com",false
"test-762@email.com",false
"test-763@email.com",true
"test-764@email.com",false
"test-765@email.com",false
"test-766@email.com",true
"test-767@email.com",true
"test-768@email.com",false
"test-769@email.com",false
"test-770@email.com",true
"test-771@email.com",true
"test-772@email.com",false
"test-773@email.com",false
"test-774@email.com",false
"test-775@email.com",false
"test-776@email.com",false
"test-777@email.com",true
"test-778@email.com",false
"test-779@email.com",false
"test-780@email.com",false
"test-781@email.com",true
"test-782@email.com",false
"test-783@email.com",true
"test-784@email.com",true
"test-785@email.com",false
"test-786@email.com",false
"test-787@email.com",false
"test-788@email.com",true
"test-789@email.com",false
"test-790@email.com",false
"test-791@email.com",true
"test-792@email.com",true
"test-793@email.com",false
"test-794@email.com",true
"test-795@email.com",true
"test-796@email.com",false
"test-797@email.com",true
"test-798@email.com",false
"test-799@email.com",false
"test-800@email.com",true
"test-801@email.com",true
"test-802@email.com",false
"test-803@email.com",false
"test-804@email.com",false
"test-805@email.com",false
"test-806@email.com",true
"test-807@email.com",false
"test-808@email.com",false
"test-809@email.com",true
"test-810@email.com",true
"test-811@email.com",true
"test-812@email.com",false
"test-813@email.com",false
"test-814@email.com",false
"test-815@email.com",true
"test-816@email.com",true
"test-817@email.com",true
"test-818@email.com",false
"test-819@email.com",true
"test-820@email.com",true
"test-821@email.com",false
"test-822@email.com",false
"test-823@email.com",true
"test-824@email.com",true
"test-825@email.com",true
"test-826@email.com",true
"test-827@email.com",false
"test-828@email.com",true
"test-829@email.com",true
"test-830@email.com",false
"test-831@email.com",true
"test-832@email.com",false
"test-833@email.com",false
"test-834@email.com",false
"test-835@email.com",false
"test-836@email.com",true
"test-837@email.com",false
"test-838@email.com",true
"test-839@email.com",false
"test-840@email.com",false
"test-841@email.com",false
"test-842@email.com",false
"test-843@email.com",false
"test-844@email.com",true
"test-845@email.com",false
"test-846@email.com",false
"test-847@email.com",false
"test-848@email.com",true
"test-849@email.com",false
"test-850@email.com",false
"test-851@email.com",true
"test-852@email.com",false
"test-853@email.com",true
"test-854@email.com",true
"test-855@email.com",false
"test-856@email.com",true
"test-857@email.com",false
"test-858@email.com",true
"test-859@email.com",false
"test-860@email.com",true
"test-861@email.com",false
"test-862@email.com",true
"test-863@email.com",false
"test-864@email.com",false
"test-865@email.com",true
"test-866@email.com",false
"test-867@email.com",true
"test-868@email.com",true
"test-869@email.com",false
"test-870@email.com",true
"test-871@email.com",false
"test-872@email.com",true
"test-873@email.com",true
"test-874@email.com",true
"test-875@email.com",false
"test-876@email.com",false
"test-877@email.com",true
"test-878@email.com",false
"test-879@email.com",true
"test-880@email.com",true
"test-881@email.com",false
"test-882@email.com",false
"test-883@email.com",true
"test-884@email.com",false
"test-885@email.com",false
"test-886@email.com",true
"test-887@email.com",true
"test-888@email.com",true
"test-889@email.com",false
"test-890@email.com",true
"test-891@email.com",false
"test-892@email.com",true
"test-893@email.com",false
"test-894@email.com",true
"test-895@email.com",false
"test-896@email.com",true
"test-897@email.com",false
"test-898@email.com",false
"test-899@email.com",true
"test-900@email.com",false
"test-901@email.com",false
"test-902@email.com",false
"test-903@email.com",true
"test-904@email.com",true
"test-905@email.com",false
"test-906@email.com",false
"test-907@email.com",false
"test-908@email.com",true
"test-909@email.com",false
"test-910@email.com",false
"test-911@email.com",true
"test-912@email.com",true
"test-913@email.com",false
"test-914@email.com",false
"test-915@email.com",false
"test-916@email.com",true
"test-917@email.com",true
"test-918@email.com",true
"test-919@email.com",false
"test-920@email.com",true
"test-921@email.com",true
"test-922@email.com",false
"test-923@email.com",false
"test-924@email.com",false
"test-925@email.com",true
"test-926@email.com",false
"test-927@email.com",true
"test-928@email.com",false
"test-929@email.com",false
"test-930@email.com",true
"test-931@email.com",true
"test-932@email.com",true
"test-933@email.com",true
"test-934@email.com",false
"test-935@email.com",false
"test-936@email.com",false
"test-937@email.com",false
"test-938@email.com",true
"test-939@email.com",true
"test-940@email.com",false
"test-941@email.com",true
"test-942@email.com",false
"test-943@email.com",false
"test-944@email.com",true
"test-945@email.com",false
"test-946@email.com",false
"test-947@email.com",true
"test-948@email.com",true
"test-949@email.com",false
"test-950@email.com",true
"test-951@email.com",false
"test-952@email.com",true
"test-953@email.com",true
"test-954@email.com",true
"test-955@email.com",true
"test-956@email.com",true
"test-957@email.com",true
"test-958@email.com",false
"test-959@email.com",false
"test-960@email.com",false
"test-961@email.com",false
"test-962@email.com",true
"test-963@email.com",false
"test-964@email.com",false
"test-965@email.com",true
"test-966@email.com",true
"test-967@email.com",true
"test-968@email.com",false
"test-969@email.com",false
"test-970@email.com",true
"test-971@email.com",false
"test-972@email.com",true
"test-973@email.com",true
"test-974@email.com",true
"test-975@email.com",false
"test-976@email.com",true
"test-977@email.com",false
"test-978@email.com",false
"test-979@email.com",false
"test-980@email.com",true
"test-981@email.com",true
"test-982@email.com",true
"test-983@email.com",false
"test-984@email.com",true
"test-985@email.com",true
"test-986@email.com",false
"test-987@email.com",false
"test-988@email.com",false
"test-989@email.com",false
"test-990@email.com",false
"test-991@email.com",true
"test-992@email.com",true
"test-993@email.com",false
"test-994@email.com",false
"test-995@email.com",true
"test-996@email.com",true
"test-997@email.com",false
"test-998@email.com",true
"test-999@email.com",false
"test-1000@email.com",false
"test-1001@email.com",true
"test-1002@email.com",true
"test-1003@email.com",false
"test-1004@email.com",true
"test-1005@email.com",false
"test-1006@email.com",true
"test-1007@email.com",false
"test-1008@email.com",false
"test-1009@email.com",true
"test-1010@email.com",false
"test-1011@email.com",true
"test-1012@email.com",false
"test-1013@email.com",false
"test-1014@email.com",true
"test-1015@email.com",false
"test-1016@email.com",false
"test-1017@email.com",false
"test-1018@email.com",true
"test-1019@email.com",false
"test-1020@email.com",true
"test-1021@email.com",false
"test-1022@email.com",true
"test-1023@email.com",false
"test-1024@email.com",true
"test-1025@email.com",false
"test-1026@email.com",true
"test-1027@email.com",false
"test-1028@email.com",false
"test-1029@email.com",true
"test-1030@email.com",true
"test-1031@email.com",false
"test-1032@email.com",false
"test-1033@email.com",false
"test-1034@email.com",true
"test-1035@email.com",true
"test-1036@email.com",false
"test-1037@email.com",false
"test-1038@email.com",false
"test-1039@email.com",true
"test-1040@email.com",false
"test-1041@email.com",true
"test-1042@email.com",false
"test-1043@email.com",false
"test-1044@email.com",true
"test-1045@email.com",true
"test-1046@email.com",true
"test-1047@email.com",false
"test-1048@email.com",false
"test-1049@email.com",false
"test-1050@email.com",true
"test-1051@email.com",true
"test-1052@email.com",false
"test-1053@email.com",false
"test-1054@email.com",true
"test-1055@email.com",true
"test-1056@email.com",false
"test-1057@email.com",false
"test-1058@email.com",false
"test-1059@email.com",false
"test-1060@email.com",false
"test-1061@email.com",false
"test-1062@email.com",false
"test-1063@email.com",true
"test-1064@email.com",true
"test-1065@email.com",true
"test-1066@email.com",true
"test-1067@email.com",true
"test-1068@email.com",false
"test-1069@email.com",true
"test-1070@email.com",false
"test-1071@email.com",true
"test-1072@email.com",false
"test-1073@email.com",false
"test-1074@email.com",false
"test-1075@email.com",false
"test-1076@email.com",true
"test-1077@email.com",false
"test-1078@email.com",false
"test-1079@email.com",true
"test-1080@email.com",false
"test-1081@email.com",true
"test-1082@email.com",false
"test-1083@email.com",false
"test-1084@email.com",true
"test-1085@email.com",true
"test-1086@email.com",false
"test-1087@email.com",false
"test-1088@email.com",true
"test-1089@email.com",false
"test-1090@email.com",true
"test-1091@email.com",true
"test-1092@email.com",true
"test-1093@email.com",true
"test-1094@email.com",false
"test-1095@email.com",false
"test-1096@email.com",false
"test-1097@email.com",true
"test-1098@email.com",false
"test-1099@email.com",true
"test-1100@email.com",true
"test-1101@email.com",false
"test-1102@email.com",true
"test-1103@email.com",false
"test-1104@email.com",false
"test-1105@email.com",true
"test-1106@email.com",true
"test-1107@email.com",false
"test-1108@email.com",true
"test-1109@email.com",false
"test-1110@email.com",true
"test-1111@email.com",true
"test-1112@email.com",false
"test-1113@email.com",false
"test-1114@email.com",true
"test-1115@email.com",true
"test-1116@email.com",true
"test-1117@email.com",true
"test-1118@email.com",false
"test-1119@email.com",true
"test-1120@email.com",false
"test-1121@email.com",false
"test-1122@email.com",true
"test-1123@email.com",false
"test-1124@email.com",true
"test-1125@email.com",true
"test-1126@email.com",true
"test-1127@email.com",false
"test-1128@email.com",true
"test-1129@email.com",true
"test-1130@email.com",true
"test-1131@email.com",false
"test-1132@email.com",true
"test-1133@email.com",false
"test-1134@email.com",false
"test-1135@email.com",true
"test-1136@email.com",false
"test-1137@email.com",false
"test-1138@email.com",true
"test-1139@email.com",false
"test-1140@email.com",false
"test-1141@email.com",false
"test-1142@email.com",false
"test-1143@email.com",true
"test-1144@email.com",false
"test-1145@email.com",false
"test-1146@email.com",false
"test-1147@email.com",false
"test-1148@email.com",false
"test-1149@email.com",false
"test-1150@email.com",false
"test-1151@email.com",true
"test-1152@email.com",false
"test-1153@email.com",true
"test-1154@email.com",false
"test-1155@email.com",true
"test-1156@email.com",false
"test-1157@email.com",false
"test-1158@email.com",false
"test-1159@email.com",true
"test-1160@email.com",false
"test-1161@email.com",true
"test-1162@email.com",true
"test-1163@email.com",false
"test-1164@email.com",false
"test-1165@email.com",true
"test-1166@email.com",true
"test-1167@email.com",true
"test-1168@email.com",true
"test-1169@email.com",false
"test-1170@email.com",true
"test-1171@email.com",true
"test-1172@email.com",true
"test-1173@email.com",false
"test-1174@email.com",true
"test-1175@email.com",false
"test-1176@email.com",true
"test-1177@email.com",false
"test-1178@email.com",false
"test-1179@email.com",true
"test-1180@email.com",false
"test-1181@email.com",true
"test-1182@email.com",true
"test-1183@email.com",false
"test-1184@email.com",true
"test-1185@email.com",false
"test-1186@email.com",true
"test-1187@email.com",true
"test-1188@email.com",false
"test-1189@email.com",true
"test-1190@email.com",true
"test-1191@email.com",true
"test-1192@email.com",false
"test-1193@email.com",true
"test-1194@email.com",true
"test-1195@email.com",true
"test-1196@email.com",false
"test-1197@email.com",false
"test-1198@email.com",false
"test-1199@email.com",false
"test-1200@email.com",false
"test-1201@email.com",true
"test-1202@email.com",false
"test-1203@email.com",false
"test-1204@email.com",false
"test-1205@email.com",false
"test-1206@email.com",true
"test-1207@email.com",true
"test-1208@email.com",false
"test-1209@email.com",false
"test-1210@email.com",true
"test-1211@email.com",false
"test-1212@email.com",true
"test-1213@email.com",true
"test-1214@email.com",false
"test-1215@email.com",false
"test-1216@email.com",false
"test-1217@email.com",true
"test-1218@email.com",false
"test-1219@email.com",false
"test-1220@email.com",false
"test-1221@email.com",true
"test-1222@email.com",false
"test-1223@email.com",false
"test-1224@email.com",false
"test-1225@email.com",false
"test-1226@email.com",false
"test-1227@email.com",false
"test-1228@email.com",false
"test-1229@email.com",true
"test-1230@email.com",true
"test-1231@email.com",true
"test-1232@email.com",false
"test-1233@email.com",false
"test-1234@email.com",true
"test-1235@email.com",true
"test-1236@email.com",true
"test-1237@email.com",false
"test-1238@email.com",false
"test-1239@email.com",false
"test-1240@email.com",true
"test-1241@email.com",true
"test-1242@email.com",false
"test-1243@email.com",false
"test-1244@email.com",true
"test-1245@email.com",false
"test-1246@email.com",true
"test-1247@email.com",false
